"Lories, Parakeets, Macaws, and Parrots (Psittacidae)",Budgerigar,Melopsittacus undulatus,3,
,Rosy-faced Lovebird,Agapornis roseicollis,2,
,Monk Parakeet,Myiopsitta monachus,2,
,Carolina Parakeet,Conuropsis carolinensis,6,
,Nanday Parakeet,Aratinga nenday,2,
,Green Parakeet,Psittacara holochlora,2,
,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,6,
,White-winged Parakeet,Brotogeris versicolurus,2,
,Red-crowned Parrot,Amazona viridigenalis,2,
Tyrant Flycatchers (Tyrannidae),Northern Beardless-Tyrannulet,Camptostoma imberbe,2,
,Greenish Elaenia,Myiopagis viridicata,5,
,White-crested Elaenia,Elaenia albiceps,5,
,Tufted Flycatcher,Mitrephanes phaeocercus,5,
,Olive-sided Flycatcher,Contopus cooperi,1,
,Greater Pewee,Contopus pertinax,2,
,Western Wood-Pewee,Contopus sordidulus,1,
,Eastern Wood-Pewee,Contopus virens,1,
,Cuban Pewee,Contopus caribaeus,5,
,Yellow-bellied Flycatcher,Empidonax flaviventris,1,
,Acadian Flycatcher,Empidonax virescens,1,
,Alder Flycatcher,Empidonax alnorum,1,
,Willow Flycatcher,Empidonax traillii,1,
,Least Flycatcher,Empidonax minimus,1,
,Hammond's Flycatcher,Empidonax hammondii,1,
,Gray Flycatcher,Empidonax wrightii,1,
,Dusky Flycatcher,Empidonax oberholseri,1,
,Pacific-slope Flycatcher,Empidonax difficilis,1,
,Cordilleran Flycatcher,Empidonax occidentalis,1,
,Buff-breasted Flycatcher,Empidonax fulvifrons,2,
,Black Phoebe,Sayornis nigricans,1,
,Eastern Phoebe,Sayornis phoebe,1,
,Say's Phoebe,Sayornis saya,1,
,Vermilion Flycatcher,Pyrocephalus rubinus,1,
,Dusky-capped Flycatcher,Myiarchus tuberculifer,2,
,Ash-throated Flycatcher,Myiarchus cinerascens,1,
,Nutting's Flycatcher,Myiarchus nuttingi,5,
,Great Crested Flycatcher,Myiarchus crinitus,1,
,Brown-crested Flycatcher,Myiarchus tyrannulus,1,
,La Sagra's Flycatcher,Myiarchus sagrae,3,
,Great Kiskadee,Pitangus sulphuratus,2,
,Social Flycatcher,Myiozetetes similis,5,
,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,2,
,Piratic Flycatcher,Legatus leucophaius,4,
,Variegated Flycatcher,Empidonomus varius,5,
,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,5,
,Tropical Kingbird,Tyrannus melancholicus,2,
,Couch's Kingbird,Tyrannus couchii,2,
,Cassin's Kingbird,Tyrannus vociferans,1,
,Thick-billed Kingbird,Tyrannus crassirostris,2,
,Western Kingbird,Tyrannus verticalis,1,
,Eastern Kingbird,Tyrannus tyrannus,1,
,Gray Kingbird,Tyrannus dominicensis,2,
,Loggerhead Kingbird,Tyrannus caudifasciatus,5,
,Scissor-tailed Flycatcher,Tyrannus forficatus,1,
,Fork-tailed Flycatcher,Tyrannus savana,3,
"Becards, Tityras, and Allies (Tityridae)",Masked Tityra,Tityra semifasciata,5,
,Gray-collared Becard,Pachyramphus major,5,
,Rose-throated Becard,Pachyramphus aglaiae,3,
Shrikes (Laniidae),Brown Shrike,Lanius cristatus,4,
,Loggerhead Shrike,Lanius ludovicianus,1,
,Northern Shrike,Lanius excubitor,1,
Vireos (Vireonidae),White-eyed Vireo,Vireo griseus,1,
,Thick-billed Vireo,Vireo crassirostris,4,
,Bell's Vireo,Vireo bellii,1,
,Black-capped Vireo,Vireo atricapilla,2,
,Gray Vireo,Vireo vicinior,2,
,Yellow-throated Vireo,Vireo flavifrons,1,
,Plumbeous Vireo,Vireo plumbeus,1,
,Cassin's Vireo,Vireo cassinii,1,
,Blue-headed Vireo,Vireo solitarius,1,
,Hutton's Vireo,Vireo huttoni,1,
,Warbling Vireo,Vireo gilvus,1,
,Philadelphia Vireo,Vireo philadelphicus,1,
,Red-eyed Vireo,Vireo olivaceus,1,
,Yellow-green Vireo,Vireo flavoviridis,3,
,Black-whiskered Vireo,Vireo altiloquus,2,
,Yucatan Vireo,Vireo magister,5,
Jays and Crows (Corvidae),Gray Jay,Perisoreus canadensis,1,
,Brown Jay,Psilorhinus morio,3,
,Green Jay,Cyanocorax yncas,2,
,Pinyon Jay,Gymnorhinus cyanocephalus,1,
,Steller's Jay,Cyanocitta stelleri,1,
,Blue Jay,Cyanocitta cristata,1,
,Florida Scrub-Jay,Aphelocoma coerulescens,2,
,Island Scrub-Jay,Aphelocoma insularis,2,
,Western Scrub-Jay,Aphelocoma californica,1,
,Mexican Jay,Aphelocoma wollweberi,2,
,Clark's Nutcracker,Nucifraga columbiana,1,
,Black-billed Magpie,Pica hudsonia,1,
,Yellow-billed Magpie,Pica nuttalli,2,
,Eurasian Jackdaw,Corvus monedula,4,
,American Crow,Corvus brachyrhynchos,1,
,Northwestern Crow,Corvus caurinus,1,
,Tamaulipas Crow,Corvus imparatus,3,
,Fish Crow,Corvus ossifragus,1,
,Chihuahuan Raven,Corvus cryptoleucus,1,
,Common Raven,Corvus corax,1,
Larks (Alaudidae),Sky Lark,Alauda arvensis,3,
,Horned Lark,Eremophila alpestris,1,
Swallows (Hirundinidae),Purple Martin,Progne subis,1,
,Cuban Martin,Progne cryptoleuca,5,
,Gray-breasted Martin,Progne chalybea,5,
,Southern Martin,Progne elegans,5,
,Brown-chested Martin,Progne tapera,5,
,Tree Swallow,Tachycineta bicolor,1,
,Mangrove Swallow,Tachycineta albilinea,5,
,Violet-green Swallow,Tachycineta thalassina,1,
,Bahama Swallow,Tachycineta cyaneoviridis,4,
,Northern Rough-winged Swallow,Stelgidopteryx serripennis,1,
,Bank Swallow,Riparia riparia,1,
,Cliff Swallow,Petrochelidon pyrrhonota,1,
,Cave Swallow,Petrochelidon fulva,1,
,Barn Swallow,Hirundo rustica,1,
,Common House-Martin,Delichon urbicum,4,
Chickadees and Titmice (Paridae),Carolina Chickadee,Poecile carolinensis,1,
,Black-capped Chickadee,Poecile atricapillus,1,
,Mountain Chickadee,Poecile gambeli,1,
,Mexican Chickadee,Poecile sclateri,2,
,Chestnut-backed Chickadee,Poecile rufescens,1,
,Boreal Chickadee,Poecile hudsonicus,1,
,Gray-headed Chickadee,Poecile cinctus,3,
,Bridled Titmouse,Baeolophus wollweberi,2,
,Oak Titmouse,Baeolophus inornatus,1,
,Juniper Titmouse,Baeolophus ridgwayi,1,
,Tufted Titmouse,Baeolophus bicolor,1,
,Black-crested Titmouse,Baeolophus atricristatus,2,
Verdin (Remizidae),Verdin,Auriparus flaviceps,1,
Bushtits (Aegithalidae),Bushtit,Psaltriparus minimus,1,
Nuthatches (Sittidae),Red-breasted Nuthatch,Sitta canadensis,1,
,White-breasted Nuthatch,Sitta carolinensis,1,
,Pygmy Nuthatch,Sitta pygmaea,1,
,Brown-headed Nuthatch,Sitta pusilla,1,
Creepers (Certhiidae),Brown Creeper,Certhia americana,1,
Wrens (Troglodytidae),Rock Wren,Salpinctes obsoletus,1,
,Canyon Wren,Catherpes mexicanus,1,
,House Wren,Troglodytes aedon,1,
,Pacific Wren,Troglodytes pacificus,1,
,Winter Wren,Troglodytes hiemalis,1,
,Sedge Wren,Cistothorus platensis,1,
,Marsh Wren,Cistothorus palustris,1,
,Carolina Wren,Thryothorus ludovicianus,1,
,Bewick's Wren,Thryomanes bewickii,1,
,Cactus Wren,Campylorhynchus brunneicapillus,1,
,Sinaloa Wren,Thryophilus sinaloa,5,
Gnatcatchers and Gnatwrens (Polioptilidae),Blue-gray Gnatcatcher,Polioptila caerulea,1,
,California Gnatcatcher,Polioptila californica,2,
,Black-tailed Gnatcatcher,Polioptila melanura,1,
,Black-capped Gnatcatcher,Polioptila nigriceps,3,
Dippers (Cinclidae),American Dipper,Cinclus mexicanus,1,
Bulbuls (Pycnonotidae),Red-whiskered Bulbul,Pycnonotus jocosus,2,
Kinglets (Regulidae),Golden-crowned Kinglet,Regulus satrapa,1,
,Ruby-crowned Kinglet,Regulus calendula,1,
Leaf Warblers (Phylloscopidae),Willow Warbler,Phylloscopus trochilus,5,
,Common Chiffchaff,Phylloscopus collybita,5,
,Wood Warbler,Phylloscopus sibilatrix,5,
,Dusky Warbler,Phylloscopus fuscatus,4,
,Pallas's Leaf Warbler,Phylloscopus proregulus,5,
,Yellow-browed Warbler,Phylloscopus inornatus,4,
,Arctic Warbler,Phylloscopus borealis,2,
,Kamchatka Leaf Warbler,Phylloscopus examinandus,5,
Sylviid Warblers (Sylviidae),Lesser Whitethroat,Sylvia curruca,5,
,Wrentit,Chamaea fasciata,1,
Reed Warblers (Acrocephalidae),Sedge Warbler,Acrocephalus schoenobaenus,5,
Grassbirds (Locustellidae),Middendorff's Grasshopper-Warbler,Locustella ochotensis,4,
,Lanceolated Warbler,Locustella lanceolata,5,
Old World Flycatchers (Muscicapidae),Gray-streaked Flycatcher,Muscicapa griseisticta,4,
,Asian Brown Flycatcher,Muscicapa dauurica,5,
,Spotted Flycatcher,Muscicapa striata,5,
,Dark-sided Flycatcher,Muscicapa sibirica,4,
,Rufous-tailed Robin,Luscinia sibilans,5,
,Siberian Rubythroat,Luscinia calliope,3,
,Bluethroat,Luscinia svecica,2,
,Siberian Blue Robin,Luscinia cyane,5,
,Red-flanked Bluetail,Tarsiger cyanurus,4,
,Narcissus Flycatcher,Ficedula narcissina,5,
,Mugimaki Flycatcher,Ficedula mugimaki,5,
,Taiga Flycatcher,Ficedula albicilla,4,
,Northern Wheatear,Oenanthe oenanthe,2,
,Common Redstart,Phoenicurus phoenicurus,5,
,Stonechat,Saxicola torquatus,4,
Thrushes (Turdidae),Eastern Bluebird,Sialia sialis,1,
,Western Bluebird,Sialia mexicana,1,
,Mountain Bluebird,Sialia currucoides,1,
,Townsend's Solitaire,Myadestes townsendi,1,
,Brown-backed Solitaire,Myadestes occidentalis,5,
,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,5,
,Black-headed Nightingale-Thrush,Catharus mexicanus,5,
,Veery,Catharus fuscescens,1,
,Gray-cheeked Thrush,Catharus minimus,1,
,Bicknell's Thrush,Catharus bicknelli,2,
,Swainson's Thrush,Catharus ustulatus,1,
,Hermit Thrush,Catharus guttatus,1,
,Wood Thrush,Hylocichla mustelina,1,
,Eurasian Blackbird,Turdus merula,5,
,Eyebrowed Thrush,Turdus obscurus,3,
,Dusky Thrush,Turdus naumanni,4,
,Fieldfare,Turdus pilaris,4,
,Redwing,Turdus iliacus,4,
,Song Thrush,Turdus philomelos,5,
,Clay-colored Thrush,Turdus grayi,3,
,White-throated Thrush,Turdus assimilis,4,
,Rufous-backed Robin,Turdus rufopalliatus,3,
,American Robin,Turdus migratorius,1,
,Red-legged Thrush,Turdus plumbeus,5,
,Varied Thrush,Ixoreus naevius,1,
,Aztec Thrush,Ridgwayia pinicola,4,
Mockingbirds and Thrashers (Mimidae),Blue Mockingbird,Melanotis caerulescens,5,
,Gray Catbird,Dumetella carolinensis,1,
,Curve-billed Thrasher,Toxostoma curvirostre,1,
,Brown Thrasher,Toxostoma rufum,1,
,Long-billed Thrasher,Toxostoma longirostre,2,
,Bendire's Thrasher,Toxostoma bendirei,2,
,California Thrasher,Toxostoma redivivum,2,
,Le Conte's Thrasher,Toxostoma lecontei,2,
,Crissal Thrasher,Toxostoma crissale,2,
,Sage Thrasher,Oreoscoptes montanus,1,
,Bahama Mockingbird,Mimus gundlachii,4,
,Northern Mockingbird,Mimus polyglottos,1,
Starlings (Sturnidae),European Starling,Sturnus vulgaris,1,
,Common Myna,Acridotheres tristis,2,
Accentors (Prunellidae),Siberian Accentor,Prunella montanella,4,
Wagtails and Pipits (Motacillidae),Eastern Yellow Wagtail,Motacilla tschutschensis,2,
,Citrine Wagtail,Motacilla citreola,5,
,Gray Wagtail,Motacilla cinerea,4,
,White Wagtail,Motacilla alba,3,
,Tree Pipit,Anthus trivialis,5,
,Olive-backed Pipit,Anthus hodgsoni,3,
,Pechora Pipit,Anthus gustavi,4,
,Red-throated Pipit,Anthus cervinus,3,
,American Pipit,Anthus rubescens,1,
,Sprague's Pipit,Anthus spragueii,2,
Waxwings (Bombycillidae),Bohemian Waxwing,Bombycilla garrulus,2,
,Cedar Waxwing,Bombycilla cedrorum,1,
Silky-flycatchers (Ptiliogonatidae),Gray Silky-flycatcher,Ptiliogonys cinereus,5,
,Phainopepla,Phainopepla nitens,1,
Olive Warblers (Peucedramidae),Olive Warbler,Peucedramus taeniatus,2,
Longspurs and Snow Buntings (Calcariidae),Lapland Longspur,Calcarius lapponicus,1,
,Chestnut-collared Longspur,Calcarius ornatus,1,
,Smith's Longspur,Calcarius pictus,2,
,McCown's Longspur,Rhynchophanes mccownii,2,
,Snow Bunting,Plectrophenax nivalis,1,
,McKay's Bunting,Plectrophenax hyperboreus,2,
Wood-Warblers (Parulidae),Ovenbird,Seiurus aurocapilla,1,
,Worm-eating Warbler,Helmitheros vermivorum,1,
,Louisiana Waterthrush,Parkesia motacilla,1,
,Northern Waterthrush,Parkesia noveboracensis,1,
,Bachman's Warbler,Vermivora bachmanii,6,
,Golden-winged Warbler,Vermivora chrysoptera,2,
,Blue-winged Warbler,Vermivora cyanoptera,1,
,Black-and-white Warbler,Mniotilta varia,1,
,Prothonotary Warbler,Protonotaria citrea,1,
,Swainson's Warbler,Limnothlypis swainsonii,2,
,Crescent-chested Warbler,Oreothlypis superciliosa,4,
,Tennessee Warbler,Oreothlypis peregrina,1,
,Orange-crowned Warbler,Oreothlypis celata,1,
,Colima Warbler,Oreothlypis crissalis,1,
,Lucy's Warbler,Oreothlypis luciae,1,
,Nashville Warbler,Oreothlypis ruficapilla,1,
,Virginia's Warbler,Oreothlypis virginiae,1,
,Connecticut Warbler,Oporornis agilis,2,
,Gray-crowned Yellowthroat,Geothlypis poliocephala,4,
,MacGillivray's Warbler,Geothlypis tolmiei,1,
,Mourning Warbler,Geothlypis philadelphia,1,
,Kentucky Warbler,Geothlypis formosa,1,
,Common Yellowthroat,Geothlypis trichas,1,
,Hooded Warbler,Setophaga citrina,1,
,American Redstart,Setophaga ruticilla,1,
,Kirtland's Warbler,Setophaga kirtlandii,2,
,Cape May Warbler,Setophaga tigrina,1,
,Cerulean Warbler,Setophaga cerulea,2,
,Northern Parula,Setophaga americana,1,
,Tropical Parula,Setophaga pitiayumi,3,
,Magnolia Warbler,Setophaga magnolia,1,
,Bay-breasted Warbler,Setophaga castanea,1,
,Blackburnian Warbler,Setophaga fusca,1,
,Yellow Warbler,Setophaga petechia,1,
,Chestnut-sided Warbler,Setophaga pensylvanica,1,
,Blackpoll Warbler,Setophaga striata,1,
,Black-throated Blue Warbler,Setophaga caerulescens,1,
,Palm Warbler,Setophaga palmarum,1,
,Pine Warbler,Setophaga pinus,1,
,Yellow-rumped Warbler,Setophaga coronata,1,
,Yellow-throated Warbler,Setophaga dominica,1,
,Prairie Warbler,Setophaga discolor,1,
,Grace's Warbler,Setophaga graciae,1,
,Black-throated Gray Warbler,Setophaga nigrescens,1,
,Townsend's Warbler,Setophaga townsendi,1,
,Hermit Warbler,Setophaga occidentalis,1,
,Golden-cheeked Warbler,Setophaga chrysoparia,2,
,Black-throated Green Warbler,Setophaga virens,1,
,Fan-tailed Warbler,Basileuterus lachrymosus,4,
,Rufous-capped Warbler,Basileuterus rufifrons,3,
,Golden-crowned Warbler,Basileuterus culicivorus,4,
,Canada Warbler,Cardellina canadensis,1,
,Wilson's Warbler,Cardellina pusilla,1,
,Red-faced Warbler,Cardellina rubrifrons,2,
,Painted Redstart,Myioborus pictus,2,
,Slate-throated Redstart,Myioborus miniatus,4,
,Yellow-breasted Chat,Icteria virens,1,
Bananaquits (incertae sedis),Bananaquit,Coereba flaveola,4,
Tanagers (Thraupidae),Western Spindalis,Spindalis zena,3,
Emberizids (Emberizidae),White-collared Seedeater,Sporophila torqueola,3,
,Yellow-faced Grassquit,Tiaris olivaceus,4,
,Black-faced Grassquit,Tiaris bicolor,4,
,Olive Sparrow,Arremonops rufivirgatus,2,
,Green-tailed Towhee,Pipilo chlorurus,1,
,Spotted Towhee,Pipilo maculatus,1,
,Eastern Towhee,Pipilo erythrophthalmus,1,
,Rufous-crowned Sparrow,Aimophila ruficeps,1,
,Canyon Towhee,Melozone fusca,1,
,California Towhee,Melozone crissalis,1,
,Abert's Towhee,Melozone aberti,1,
,Rufous-winged Sparrow,Peucaea carpalis,2,
,Botteri's Sparrow,Peucaea botterii,2,
,Cassin's Sparrow,Peucaea cassinii,1,
,Bachman's Sparrow,Peucaea aestivalis,2,
,American Tree Sparrow,Spizella arborea,1,
,Chipping Sparrow,Spizella passerina,1,
,Clay-colored Sparrow,Spizella pallida,1,
,Brewer's Sparrow,Spizella breweri,1,
,Field Sparrow,Spizella pusilla,1,
,Worthen's Sparrow,Spizella wortheni,5,
,Black-chinned Sparrow,Spizella atrogularis,1,
,Vesper Sparrow,Pooecetes gramineus,1,
,Lark Sparrow,Chondestes grammacus,1,
,Five-striped Sparrow,Amphispiza quinquestriata,3,
,Black-throated Sparrow,Amphispiza bilineata,1,
,Sagebrush Sparrow,Artemisiospiza nevadensis,1,
,Bell's Sparrow,Artemisiospiza belli,1,
,Lark Bunting,Calamospiza melanocorys,1,
,Savannah Sparrow,Passerculus sandwichensis,1,
,Grasshopper Sparrow,Ammodramus savannarum,1,
,Baird's Sparrow,Ammodramus bairdii,2,
,Henslow's Sparrow,Ammodramus henslowii,2,
,Le Conte's Sparrow,Ammodramus leconteii,1,
,Nelson's Sparrow,Ammodramus nelsoni,1,
,Saltmarsh Sparrow,Ammodramus caudacutus,1,
,Seaside Sparrow,Ammodramus maritimus,1,
,Fox Sparrow,Passerella iliaca,1,
,Song Sparrow,Melospiza melodia,1,
,Lincoln's Sparrow,Melospiza lincolnii,1,
,Swamp Sparrow,Melospiza georgiana,1,
,White-throated Sparrow,Zonotrichia albicollis,1,
,Harris's Sparrow,Zonotrichia querula,1,
,White-crowned Sparrow,Zonotrichia leucophrys,1,
,Golden-crowned Sparrow,Zonotrichia atricapilla,1,
,Dark-eyed Junco,Junco hyemalis,1,
,Yellow-eyed Junco,Junco phaeonotus,2,
,Pine Bunting,Emberiza leucocephalos,5,
,Yellow-browed Bunting,Emberiza chrysophrys,5,
,Little Bunting,Emberiza pusilla,4,
,Rustic Bunting,Emberiza rustica,3,
,Yellow-throated Bunting,Emberiza elegans,5,
,Yellow-breasted Bunting,Emberiza aureola,5,
,Gray Bunting,Emberiza variabilis,5,
,Pallas's Bunting,Emberiza pallasi,5,
,Reed Bunting,Emberiza schoeniclus,4,
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Hepatic Tanager,Piranga flava,2,
,Summer Tanager,Piranga rubra,1,
,Scarlet Tanager,Piranga olivacea,1,
,Western Tanager,Piranga ludoviciana,1,
,Flame-colored Tanager,Piranga bidentata,3,
,Crimson-collared Grosbeak,Rhodothraupis celaeno,4,
,Northern Cardinal,Cardinalis cardinalis,1,
,Pyrrhuloxia,Cardinalis sinuatus,1,
,Yellow Grosbeak,Pheucticus chrysopeplus,4,
,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,
,Black-headed Grosbeak,Pheucticus melanocephalus,1,
,Blue Bunting,Cyanocompsa parellina,4,
,Blue Grosbeak,Passerina caerulea,1,
,Lazuli Bunting,Passerina amoena,1,
,Indigo Bunting,Passerina cyanea,1,
,Varied Bunting,Passerina versicolor,2,
,Painted Bunting,Passerina ciris,1,
,Dickcissel,Spiza americana,1,
Blackbirds (Icteridae),Bobolink,Dolichonyx oryzivorus,1,
,Red-winged Blackbird,Agelaius phoeniceus,1,
,Tricolored Blackbird,Agelaius tricolor,2,
,Tawny-shouldered Blackbird,Agelaius humeralis,5,
,Eastern Meadowlark,Sturnella magna,1,
,Western Meadowlark,Sturnella neglecta,1,
,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,1,
,Rusty Blackbird,Euphagus carolinus,1,
,Brewer's Blackbird,Euphagus cyanocephalus,1,
,Common Grackle,Quiscalus quiscula,1,
,Boat-tailed Grackle,Quiscalus major,1,
,Great-tailed Grackle,Quiscalus mexicanus,1,
,Shiny Cowbird,Molothrus bonariensis,3,
,Bronzed Cowbird,Molothrus aeneus,1,
,Brown-headed Cowbird,Molothrus ater,1,
,Black-vented Oriole,Icterus wagleri,5,
,Orchard Oriole,Icterus spurius,1,
,Hooded Oriole,Icterus cucullatus,1,
,Streak-backed Oriole,Icterus pustulatus,4,
,Bullock's Oriole,Icterus bullockii,1,
,Spot-breasted Oriole,Icterus pectoralis,2,
,Altamira Oriole,Icterus gularis,2,
,Audubon's Oriole,Icterus graduacauda,2,
,Baltimore Oriole,Icterus galbula,1,
,Scott's Oriole,Icterus parisorum,1,
Fringilline and Cardueline Finches and Allies (Fringillidae),Common Chaffinch,Fringilla coelebs,4,
,Brambling,Fringilla montifringilla,3,
,Asian Rosy-Finch,Leucosticte arctoa,5,
,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,1,
,Black Rosy-Finch,Leucosticte atrata,2,
,Brown-capped Rosy-Finch,Leucosticte australis,2,
,Pine Grosbeak,Pinicola enucleator,1,
,Eurasian Bullfinch,Pyrrhula pyrrhula,4,
,Common Rosefinch,Carpodacus erythrinus,4,
,House Finch,Haemorhous mexicanus,1,
,Purple Finch,Haemorhous purpureus,1,
,Cassin's Finch,Haemorhous cassinii,1,
,Red Crossbill,Loxia curvirostra,1,
,White-winged Crossbill,Loxia leucoptera,2,
,Common Redpoll,Acanthis flammea,1,
,Hoary Redpoll,Acanthis hornemanni,2,
,Eurasian Siskin,Spinus spinus,5,
,Pine Siskin,Spinus pinus,1,
,Lesser Goldfinch,Spinus psaltria,1,
,Lawrence's Goldfinch,Spinus lawrencei,2,
,American Goldfinch,Spinus tristis,1,
,Oriental Greenfinch,Chloris sinica,4,
,Evening Grosbeak,Coccothraustes vespertinus,1,
,Hawfinch,Coccothraustes coccothraustes,4,
Old World Sparrows (Passeridae),House Sparrow,Passer domesticus,1,
,Eurasian Tree Sparrow,Passer montanus,2,
Waxbills (Estrildidae),Scaly-breasted Munia,Lonchura punctulata,2,
